graph,algo,mode,access,activation,backend,platform,time_s,iterations,unreachable,edges,rss_MB,cpu_pct,avg_watt
datasets/roadNet-PA.edgelist,sssp,sync,push,data,cpu,Jetson,131.622881,593.0,530.0,3083028.0,249.2,100.6,2.27
datasets/roadNet-PA.edgelist,sssp,sync,pull,topo,cpu,Jetson,,,,,249.2,,
datasets/roadNet-PA.edgelist,sssp,sync,pull,data,cpu,Jetson,,,,,249.2,,
datasets/roadNet-PA.edgelist,sssp,async,push,topo,cpu,Jetson,150.36516,1087562.0,530.0,3083028.0,249.2,100.3,2.28
datasets/roadNet-PA.edgelist,sssp,async,push,data,cpu,Jetson,150.099513,1087562.0,530.0,3083028.0,249.2,99.8,2.27
datasets/roadNet-PA.edgelist,sssp,async,pull,topo,cpu,Jetson,,,,,249.2,,
datasets/roadNet-PA.edgelist,sssp,async,pull,data,cpu,Jetson,,,,,249.2,,
datasets/roadNet-PA.edgelist,pagerank,sync,pull,topo,cpu,Jetson,,,,,251.9,,
datasets/roadNet-PA.edgelist,pagerank,sync,pull,data,cpu,Jetson,,,,,252.0,,
datasets/roadNet-PA.edgelist,pagerank,async,push,topo,cpu,Jetson,24.836466,0.0,,0.0,272.7,99.9,3.63
datasets/roadNet-PA.edgelist,pagerank,async,push,data,cpu,Jetson,25.179585,0.0,,0.0,280.1,98.7,3.64
datasets/roadNet-PA.edgelist,pagerank,async,pull,topo,cpu,Jetson,24.725874,0.0,,0.0,284.5,99.5,3.69
datasets/roadNet-PA.edgelist,pagerank,async,pull,data,cpu,Jetson,25.044453,0.0,,0.0,287.4,99.0,3.64
datasets/web-Google.edgelist,bfs,sync,push,topo,cpu,Jetson,53.601264,30.0,,3874199.0,330.1,99.8,2.3
datasets/web-Google.edgelist,bfs,sync,push,data,cpu,Jetson,53.333875,30.0,,3874199.0,330.1,100.1,2.3
datasets/web-Google.edgelist,bfs,sync,pull,topo,cpu,Jetson,,,,,330.1,,
datasets/web-Google.edgelist,bfs,sync,pull,data,cpu,Jetson,,,,,330.2,,
datasets/web-Google.edgelist,bfs,async,push,topo,cpu,Jetson,137.812092,600493.0,,3874199.0,330.2,100.4,2.45
datasets/web-Google.edgelist,bfs,async,push,data,cpu,Jetson,138.116039,600493.0,,3874199.0,330.2,100.5,2.44
datasets/web-Google.edgelist,bfs,async,pull,topo,cpu,Jetson,,,,,330.2,,
datasets/web-Google.edgelist,bfs,async,pull,data,cpu,Jetson,,,,,330.2,,
datasets/web-Google.edgelist,sssp,sync,push,topo,cpu,Jetson,136.910478,30.0,275220.0,3874199.0,330.2,99.9,2.28
datasets/web-Google.edgelist,sssp,sync,push,data,cpu,Jetson,136.555695,30.0,275220.0,3874199.0,330.2,99.6,2.28
datasets/web-Google.edgelist,sssp,sync,pull,topo,cpu,Jetson,,,,,330.2,,
datasets/web-Google.edgelist,sssp,sync,pull,data,cpu,Jetson,,,,,330.2,,
datasets/web-Google.edgelist,sssp,async,push,topo,cpu,Jetson,210.12251,600493.0,275220.0,3874199.0,330.2,100.5,2.38
datasets/web-Google.edgelist,sssp,async,push,data,cpu,Jetson,211.421307,600493.0,275220.0,3874199.0,330.2,100.4,2.39
datasets/web-Google.edgelist,sssp,async,pull,topo,cpu,Jetson,,,,,330.2,,
datasets/web-Google.edgelist,sssp,async,pull,data,cpu,Jetson,,,,,330.2,,
datasets/web-Google.edgelist,pagerank,sync,pull,topo,cpu,Jetson,,,,,330.2,,
datasets/web-Google.edgelist,pagerank,sync,pull,data,cpu,Jetson,,,,,330.2,,
datasets/web-Google.edgelist,pagerank,async,push,topo,cpu,Jetson,20.249606,0.0,,0.0,330.5,100.2,3.13
datasets/web-Google.edgelist,pagerank,async,push,data,cpu,Jetson,20.252644,0.0,,0.0,330.5,99.8,3.15
datasets/web-Google.edgelist,pagerank,async,pull,topo,cpu,Jetson,20.250834,0.0,,0.0,330.5,100.3,3.14
datasets/web-Google.edgelist,pagerank,async,pull,data,cpu,Jetson,20.252416,0.0,,0.0,330.5,100.1,3.14
