graph,algo,mode,access,activation,backend,platform,time_s,iterations,unreachable,edges,rss_MB,cpu_pct,avg_watt
datasets\roadNet-PA.edgelist,bfs,async,push,topo,cpu,PC,7.345574,1087562.0,,3083028.0,367.7,96.3,
datasets\roadNet-PA.edgelist,bfs,async,push,data,cpu,PC,7.374731,1087562.0,,3083028.0,367.7,97.0,
datasets\roadNet-PA.edgelist,bfs,async,pull,topo,cpu,PC,179.49617,235.0,,1087561.0,367.6,97.8,
datasets\roadNet-PA.edgelist,bfs,async,pull,data,cpu,PC,,,,,127.6,,
datasets\roadNet-PA.edgelist,sssp,sync,push,topo,cpu,PC,3.444867,593.0,530.0,3083028.0,128.8,94.3,
datasets\roadNet-PA.edgelist,sssp,sync,push,data,cpu,PC,3.296358,593.0,530.0,3083028.0,128.8,97.8,
datasets\roadNet-PA.edgelist,sssp,sync,pull,topo,cpu,PC,,,,,45.9,,
datasets\roadNet-PA.edgelist,sssp,sync,pull,data,cpu,PC,,,,,18.3,,
datasets\roadNet-PA.edgelist,sssp,async,push,topo,cpu,PC,7.958934,1087562.0,530.0,3083028.0,18.4,85.2,
datasets\roadNet-PA.edgelist,sssp,async,push,data,cpu,PC,9.469411,1087562.0,530.0,3083028.0,18.5,59.6,
datasets\roadNet-PA.edgelist,sssp,async,pull,topo,cpu,PC,,,,,11.4,,
datasets\roadNet-PA.edgelist,sssp,async,pull,data,cpu,PC,181.073625,235.0,530.0,1087561.0,11.5,95.7,
datasets\roadNet-PA.edgelist,pagerank,sync,pull,topo,cpu,PC,,,,,11.5,,
datasets\roadNet-PA.edgelist,pagerank,sync,pull,data,cpu,PC,,,,,11.5,,
datasets\web-Google.edgelist,bfs,sync,pull,topo,cpu,PC,13.31674,15.0,,0.0,229.4,84.4,
datasets\web-Google.edgelist,bfs,async,push,data,cpu,PC,108.942047,600493.0,,3874199.0,229.4,93.1,
datasets\web-Google.edgelist,sssp,sync,pull,topo,cpu,PC,14.457184,14.0,259993.0,615719.0,229.4,90.9,
datasets\web-Google.edgelist,sssp,async,push,data,cpu,PC,110.306731,600493.0,275220.0,3874199.0,229.4,91.9,
datasets\web-Google.edgelist,pagerank,sync,pull,topo,cpu,PC,,,,,229.4,,
