graph,algo,mode,access,activation,backend,platform,time_s,iterations
datasets/ca-GrQc.edgelist,bfs,async,push,data,cpu,PC,0.008295,inf
datasets/ca-GrQc.edgelist,bfs,async,push,data,cpu,PC,0.009886,11,1084
