graph,algo,mode,access,activation,backend,platform,time_s,iterations,unreachable,edges,rss_MB,cpu_pct,avg_watt
datasets\roadNet-PA.edgelist,sssp,sync,pull,data,cpu,PC,203.205457,235.0,530.0,1087561.0,367.0,79.2,
datasets\roadNet-PA.edgelist,sssp,async,push,topo,cpu,PC,7.94175,1087562.0,530.0,3083028.0,366.4,81.4,
datasets\roadNet-PA.edgelist,sssp,async,push,data,cpu,PC,7.954523,1087562.0,530.0,3083028.0,366.4,77.9,
datasets\roadNet-PA.edgelist,sssp,async,pull,topo,cpu,PC,181.470337,235.0,530.0,1087561.0,366.4,78.9,
datasets\roadNet-PA.edgelist,sssp,async,pull,data,cpu,PC,179.357665,235.0,530.0,1087561.0,366.4,77.9,
datasets\CA-GrQc.edgelist,bfs,sync,push,topo,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,bfs,sync,push,data,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,bfs,sync,pull,topo,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,bfs,sync,pull,data,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,bfs,async,push,topo,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,bfs,async,push,data,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,bfs,async,pull,topo,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,bfs,async,pull,data,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,sssp,sync,push,topo,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,sssp,sync,push,data,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,sssp,sync,pull,topo,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,sssp,sync,pull,data,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,sssp,async,push,topo,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,sssp,async,push,data,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,sssp,async,pull,topo,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,sssp,async,pull,data,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,pagerank,sync,pull,topo,cpu,PC,,,,,340.1,,
datasets\CA-GrQc.edgelist,pagerank,sync,pull,data,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,bfs,sync,push,topo,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,bfs,sync,push,data,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,bfs,sync,pull,topo,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,bfs,sync,pull,data,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,bfs,async,push,topo,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,bfs,async,push,data,cpu,PC,,,,,340.1,,
